,n_stars,n_planets,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,orbital_eccentricity,semi_major_axis_au,star_temp_k,star_radius_sun,star_mass_sun,star_age_gyr,star_surface_gravity,star_metallicity,dist_from_earth_pc,star_vmag,ra,dec,planet_type,habitable_zone_flag,multi_planet_system,dist_category,star_type,orbital_period_cat
1858,1,1,4.908897,18.819911,305.1168,1793.0,0.151,0.06562,6554.0,2.113,1.564,1.861,3.982,0.22,1080.15,13.045,144.2876092,-29.800444,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
1859,2,1,3.105161,16.824709,260.93843,1634.0,0.062,0.04497,6277.0,1.31,1.257,1.78,4.303,0.199,493.32,12.679,292.9397825,-26.7402021,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
1860,1,3,19.0918,2.01,4.7,,,0.135,5441.0,0.87,0.9,,4.519,0.07,200.802,12.694,59.037486,13.5590288,Mini-Neptune,False,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
1861,1,1,1.916944254,0.79,0.418,1246.0,0.0,0.02801,5239.0,0.8,0.84,4.37,4.56,-0.04,415.218,14.21,294.889616,49.3798215,Sub-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1862,1,4,10.45582,2.48,6.5,619.9,0.0,0.1178,4975.0,0.787,0.83,,4.4,0.0,154.961,12.075,349.3843458,1.3001522,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
1863,1,4,14.76289,1.95,10.7,500.9,0.0,0.18041,4975.0,0.787,0.83,,4.4,0.0,154.961,12.075,349.3843458,1.3001522,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
1864,1,1,3.560829,12.923977,210.40346,1528.0,0.191,0.04708,5688.0,1.46,1.097,7.55,4.148,0.335,486.474,12.662,341.3640336,-14.9917747,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1865,1,3,25.563222,3.53,12.2,671.0,0.0,0.178,6248.0,1.086,0.827,3.02,4.429,-0.29,1443.21,15.805,293.2936129,42.1963497,Neptune-like,False,True,Far(500-2kpc),F-type,Medium(10-100d)
1866,1,1,5.761612,1.313,2.28,,,,5682.0,0.881,0.735,,4.418,-0.234,185.55,11.789,329.7262534,-10.8750666,Super-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1867,1,1,3.465509,14.12334,209.13214,1624.0,0.0,0.04823,5599.0,1.75,1.248,4.77,3.93,0.33,602.236,12.816,357.5806472,-17.0775947,Gas Giant,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1868,1,1,356.21,13.4,612.45841,,0.147,1.157,4943.0,5.14,1.63,2.0,3.24,0.14,136.308,7.83,11.4181301,7.8450492,Gas Giant,False,False,Mid(100-500pc),K-type,Long(100-365d)
1869,1,1,27.495606,3.01,9.32,590.0,0.0,0.1629,6127.0,1.2,1.12,2.95,4.33,0.02,982.51,14.772,299.5259832,46.8992561,Mini-Neptune,False,False,Far(500-2kpc),F-type,Medium(10-100d)
1870,1,1,198.088774,2.9,8.75,288.0,0.0,0.59527,5297.0,0.81,0.84,4.68,4.56,-0.1,946.847,15.93,286.576016,41.7415762,Mini-Neptune,True,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
1871,1,2,5.416081,12.621334,256.17098,1128.0,0.129,0.06112,5670.0,1.036,1.038,4.3,4.422,0.18,642.884,14.033,170.324325,-22.388177,Gas Giant,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1872,1,1,4.795069,2.78,8.15,653.0,0.078,0.04771,4140.0,0.607,0.63,0.12,4.67,0.0,107.272,13.265,79.1407971,20.2549034,Mini-Neptune,False,False,Mid(100-500pc),K-type,Short(1-10d)
1873,1,1,0.571038518,1.34,2.36,1897.0,0.0,0.01285,5268.0,0.82,0.86,4.47,4.55,0.01,428.798,14.315,291.049934,39.141674,Super-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
1874,1,1,20324.58153,11.9,8445.3364308,,0.565,15.369,6114.04,1.28194,1.15,,4.28303,0.34,55.0375,7.72,2.2492922,-39.7372401,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
1875,1,1,613.2,12.9,1589.15,,0.24,1.7,4155.0,39.0,1.8,1.6,1.7,-0.09,323.335,6.53649,194.2415171,67.2429122,Gas Giant,False,False,Mid(100-500pc),K-type,Very-Long(365d+)
1876,1,1,6.647520065,1.68161001,3.47,999.0,0.0,0.0717,6046.0,1.007,1.111,,4.478,0.07,1204.54,15.851,294.7842662,49.4920557,Super-Earth,False,False,Far(500-2kpc),F-type,Short(1-10d)
1877,1,1,3.770590584,1.98,4.58,1272.0,0.0,0.0474,6014.0,1.14,1.09,3.63,4.36,0.03,1216.58,14.717,291.9127633,41.5335891,Mini-Neptune,False,False,Far(500-2kpc),F-type,Short(1-10d)
1878,1,1,9.47725,10.816685,1722.6386,1198.0,0.3806,0.0914,5645.0,1.777,1.128,7.4,3.993,0.148,342.831,11.299,316.6318791,-26.6928654,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1879,1,1,0.68453862616,1.4,3.2,1355.0,0.24,0.013,4232.0,0.71,0.7,,4.44,0.14,97.2179,12.416,59.464829,18.4649505,Super-Earth,False,False,Nearby(<100pc),K-type,Ultra-Short(<1d)
1880,1,5,5219.681854,13.8,298.5809968,,0.015283,5.719187877,5190.0,0.836,0.916,2.69,4.487,0.26,306.738,13.174,299.1393094,40.948939,Gas Giant,False,True,Mid(100-500pc),K-type,Very-Long(365d+)
1881,1,1,2.88879862,0.85,0.543,1423.0,0.0,0.04262,5732.0,1.29,1.15,4.37,4.27,0.41,688.795,12.947,282.6313559,46.481022,Sub-Earth,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1882,1,1,3.5224991,15.871944,187.5197,1680.0,0.0,0.0474,6213.0,1.486,1.213,3.47,4.174,-0.055,1021.87,13.598,281.2881335,42.4510975,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
1883,1,1,2.225177,1.589,6.49,1278.0,0.0,0.03261,5520.0,0.899,0.934,3.72,4.5,0.08,90.0562,10.014,76.44594,21.548199,Super-Earth,False,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
1884,1,1,3.65281514,12.722215,180.84527,1182.0,0.023,0.0466,5519.0,0.919,1.012,3.2,4.516,0.294,300.384,13.146,48.4354731,25.1973548,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1885,1,2,241.8,4.91,21.4,,,0.657,3897.0,0.63,0.65,,4.64,-0.06,20.5266,9.99,133.7819507,1.5420011,Neptune-like,False,True,Nearby(<100pc),K-type,Long(100-365d)
1886,1,1,6.8941,2.69,7.7,949.0,0.4,0.0706,5528.0,1.06,0.96,5.9,4.35,0.18,360.911,12.669,127.5541103,10.9101444,Mini-Neptune,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1887,1,1,0.934884242,1.46,2.73,2080.0,0.0,0.01714,4870.0,0.74,0.79,4.37,4.6,0.01,306.91,14.438,298.3266169,45.3154212,Super-Earth,False,False,Mid(100-500pc),K-type,Ultra-Short(<1d)
1888,1,1,2.2252577,10.592505,183.38791,1295.7,0.519,0.03211,5137.0,0.8785,0.892,8.0,4.501,0.377,414.537,14.074,289.2974275,-60.8917599,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
1889,1,1,3.5862202,13.809488,410.0007,1741.0,0.036,0.05071,6147.0,1.748,1.351,3.02,4.083,0.21,603.955,12.312,15.006077,-58.9047242,Gas Giant,False,False,Far(500-2kpc),F-type,Short(1-10d)
1890,1,1,13.9093583,1.41,2.57,928.0,0.0,0.11397,6370.0,1.44,1.26,2.24,4.23,0.03,1027.21,13.832,297.9447714,42.1918449,Super-Earth,False,False,Far(500-2kpc),F-type,Medium(10-100d)
1891,1,1,14.13176026,2.85,8.5,675.0,0.0,0.1106,5315.0,0.82,0.85,4.68,4.55,-0.09,1019.26,15.92,286.5747697,44.7951858,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1892,1,1,13.352,4.22,16.57,,0.37,0.082,3387.0,0.407,0.406,6.9,4.97,0.12,21.3362,12.903,336.3221454,59.412503,Neptune-like,False,False,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
1893,1,1,30.4549136,2.11,5.1,624.0,0.0,0.1939,5730.0,0.92,0.94,3.98,4.49,-0.17,2879.83,15.351,292.6842738,38.1262604,Mini-Neptune,False,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
1894,1,1,5.4060425,12.811887,791.3967,1557.0,,0.0673,6400.0,1.712,1.39,,4.111,0.16,343.08,11.079,126.3378248,-11.5009889,Gas Giant,False,False,Mid(100-500pc),F-type,Short(1-10d)
1895,1,4,35.118736,2.76,8.05,550.0,0.0,0.211,5526.0,1.085,1.081,2.69,4.375,0.39,828.592,14.703,283.3684093,41.821839,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1896,1,1,3.881510019,0.75408365,0.353,1156.0,0.0,0.049,5854.0,0.979,1.03,1.62,4.469,0.06,298.894,12.123,289.6867653,41.5889178,Sub-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1897,1,1,1.8882378,15.513256,4100.007,2730.0,0.18,0.03632,7930.0,1.881,1.78,0.81,4.167,0.041,1458.83,12.227,109.1045212,-31.2443947,Super-Jupiter,False,False,Far(500-2kpc),A-type,Short(1-10d)
1898,2,2,,12.4,3305.4154328,,,338.0,4670.0,1.1161,0.72,0.0156,4.19999,,230.007,13.182,117.798555,-50.1376852,Gas Giant,False,True,Mid(100-500pc),K-type,Unknown
1899,1,3,148.2720032,5.93747806,654.0,321.0,0.0,0.5456,5717.0,0.884,0.984,0.6,4.538,0.0,1745.45,15.931,294.1081465,44.7706524,Neptune-like,True,True,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
1900,1,1,11.53533,11.500434,131.89945,1228.3,0.251,0.1097,5521.0,2.336,1.324,4.51,3.823,0.29,79.5702,7.79,4.4471631,-66.3589285,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
1901,1,1,17.76080053,2.07,4.94,368.0,0.0,0.1085,4005.0,0.53,0.55,3.16,4.73,-0.32,304.889,15.578,290.7082585,42.2372245,Mini-Neptune,True,False,Mid(100-500pc),K-type,Medium(10-100d)
1902,1,4,3.471745,2.59,9.68,1088.9,0.0,0.03817,4975.0,0.787,0.83,,4.4,0.0,154.961,12.075,349.3843458,1.3001522,Mini-Neptune,False,True,Mid(100-500pc),K-type,Short(1-10d)
1903,1,1,3.89526,1.17986031,1.76,956.0,0.0,0.0449,4954.0,0.756284,0.82,0.7,4.59451,0.14,513.329,14.901,293.7936339,40.241023,Super-Earth,False,False,Far(500-2kpc),K-type,Short(1-10d)
1904,1,1,5.458498316,1.99,4.62,1099.0,0.0,0.06518,5894.0,1.14,1.15,2.14,4.38,0.34,666.146,13.194,297.6509281,47.3962246,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1905,1,2,677.53,13.5,483.73483545,,0.161,1.84,4866.0,7.3,1.81,1.61,2.97,-0.02,84.3552,6.11151,99.4200181,-12.9856593,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
1906,1,1,11.89307,4.34,17.4,923.0,,0.0959,5793.0,1.25,0.83,,4.16,-0.45,456.064,12.755,185.181563,-1.5909138,Neptune-like,False,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
1907,1,2,10.139623,2.38,6.26,447.0,0.0,0.082,4625.0,0.663,0.628,2.51,4.653,-0.04,373.744,15.386,297.0702037,40.868734,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
1908,1,1,20.38177573,3.09,9.75,528.0,0.0,0.13157,5020.0,0.77,0.81,4.57,4.59,-0.02,839.903,15.977,286.7418337,43.1901197,Mini-Neptune,False,False,Far(500-2kpc),K-type,Medium(10-100d)
1909,2,1,2.23598448,14.23540549,775.5052,1270.0,0.047,0.0323,5300.0,0.87,0.9,0.5,4.51,0.12,117.598,11.118,60.3855387,-20.4509991,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1910,1,2,,13.2,114.41822652,,,12.6,,,0.79,,,,5300.0,,270.798625,-27.4811111,Gas Giant,False,True,Distant(2k+pc),Unknown,Unknown
1911,1,2,32.939623,2.37,8.92,284.0,0.2,0.1429,3457.0,0.411,0.359,,4.7864,0.12,38.0266,13.477,172.560141,7.5878315,Mini-Neptune,True,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
1912,3,1,3.646706,14.930388,335.62848,1581.0,0.02,0.04978,6096.0,1.435,1.236,3.5,4.21,0.11,506.965,12.389,123.250703,4.7870288,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
1913,1,4,11.131786,1.2,1.87,999.0,0.0,0.103,6092.0,1.314,1.082,4.68,4.265,-0.0423,775.328,13.561,293.8901979,42.5279413,Super-Earth,False,True,Far(500-2kpc),F-type,Medium(10-100d)
1914,1,2,76.5369586,2.73,7.9,503.0,0.0,0.35367,5831.0,1.0,1.0,4.07,4.44,-0.04,1183.88,15.661,291.6044965,41.3093275,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1915,1,2,4.36305,3.23,10.48833743,,0.376,0.054,5986.0,1.80185,1.1,,3.96802,0.31,31.7627,5.88051,30.0391601,3.0959098,Mini-Neptune,False,True,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
1916,1,2,25.745718,1.55,3.02,753.0,0.0,0.178,6108.0,1.284,1.076,0.63,4.273,-0.031,891.462,13.754,281.5699998,47.3986233,Super-Earth,False,True,Far(500-2kpc),F-type,Medium(10-100d)
1917,1,2,7.97419807,1.91,4.31,974.0,0.0,0.07955,6014.0,1.1,1.09,3.02,4.39,0.02,1058.24,14.082,296.8591787,49.1620125,Mini-Neptune,False,True,Far(500-2kpc),F-type,Short(1-10d)
1918,1,4,18.369917,2.63,7.86706,582.0,0.0,0.13,5243.0,0.821,0.854,1.78,4.543,0.0616,385.231,13.97,296.6547477,46.8352242,Mini-Neptune,False,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
1919,1,6,604.67,,3375.33768234,,0.263,1.427,5911.0,1.109,1.06,4.3,4.39,0.08,38.9607,7.33,24.4731133,-60.5114881,Unknown,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
1920,1,4,69000.0,13.0,3000.0,1200.0,0.5,38.0,7204.58,1.49338,1.5,0.06,4.29656,-0.47,41.2441,5.98,346.8701486,21.1340376,Gas Giant,False,True,Nearby(<100pc),F-type,Very-Long(365d+)
1921,2,1,4.62767,15.91678,1093.3352,1624.0,0.11,0.0596,6600.0,1.82,2.65,1.6,4.25,0.11,222.663,9.988,260.1161719,38.2421682,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
1922,1,2,484.17,12.7,2142.16346318,,0.78,1.618,4989.0,9.0,2.41,,2.86,0.14,133.233,6.5,151.5296524,-52.1878679,Gas Giant,False,True,Mid(100-500pc),K-type,Very-Long(365d+)
1923,1,1,3.78858982,1.77,3.78,1158.0,0.0,0.0467,6012.0,1.16,1.11,3.39,4.36,0.08,782.852,14.463,298.4264116,47.9468194,Mini-Neptune,False,False,Far(500-2kpc),F-type,Short(1-10d)
1924,1,3,184.256405,2.27,5.77,380.0,0.0,0.66886,6184.0,1.29,1.17,3.39,4.28,0.02,965.56,13.366,290.0827494,50.8634361,Mini-Neptune,True,True,Far(500-2kpc),F-type,Long(100-365d)
1925,1,1,20.129,3.33,11.07,,0.11,0.111,3323.0,0.370328,0.35,,4.85435,,12.6631,11.66,168.9810458,-57.5425629,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
1926,1,1,30.33,13.9,280.64248338,,0.032,0.194,4816.0,12.19,1.05,6.92,2.28,-0.78,95.9863,5.59,217.1555242,49.8446488,Gas Giant,False,False,Nearby(<100pc),K-type,Medium(10-100d)
1927,1,1,1.7771255,12.643752,676.9779,1610.0,0.0,0.02818,5806.0,0.932,0.946,4.08,4.45645,-0.01,327.506,12.603,344.8735878,-60.4478194,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1928,1,1,5.776475,1.736,3.66,,,,5937.0,1.149,0.908,,4.275,-0.176,161.61,10.415,132.7193327,25.0380824,Super-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1929,1,1,22.18432708,3.09,9.75,546.0,0.0,0.1418,5066.0,0.77,0.8,5.37,4.58,-0.08,565.207,14.901,292.4461832,46.2897548,Mini-Neptune,False,False,Far(500-2kpc),K-type,Medium(10-100d)
1930,1,1,322.03,13.4,585.12209729,,0.208,1.158,4683.0,13.5,2.0,1.73,2.48,-0.22,132.184,6.04188,280.9005676,36.556857,Gas Giant,False,False,Mid(100-500pc),K-type,Long(100-365d)
1931,1,1,10.13202575,2.19,5.43,574.0,0.0,0.0756,4815.0,0.72,0.75,4.79,4.61,-0.1,659.0,16.004,288.6689428,39.8239935,Mini-Neptune,False,False,Far(500-2kpc),K-type,Medium(10-100d)
1932,1,1,4.12688,16.14096,371.8611,2061.0,0.091,0.0568,6801.0,1.56,1.43,1.31,4.21,0.02,196.852,9.595,7.3289156,-76.304032,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
1933,2,3,6.238297,2.748,8.7,1185.0,0.0029,0.0695,6354.0,1.316,1.165,2.75,4.285,0.11,243.249,10.769,286.6383905,39.4879038,Mini-Neptune,False,True,Mid(100-500pc),F-type,Short(1-10d)
1934,2,1,2.255251,14.829507,298.12454,1561.0,0.0,0.03302,5899.0,0.996,0.944,6.4,4.417,-0.105,126.261,10.308,232.1466406,66.3587097,Super-Jupiter,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1935,1,2,16.5861762,1.51,2.89,821.0,0.0,0.127,5728.0,0.99,1.0,4.57,4.45,0.06,2065.59,15.796,293.6297645,45.7406293,Super-Earth,False,True,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
1936,1,1,1.791110205,1.46,2.73,1549.0,0.0,0.0296,5857.0,1.03,1.03,3.89,4.43,0.03,817.534,14.576,287.4029864,46.5740084,Super-Earth,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1937,1,1,9.705716,1.31,2.27,1001.0,0.0,0.0907,5972.0,1.09,1.06,3.8,4.39,-0.01,2530.62,15.119,297.711553,46.7679816,Super-Earth,False,False,Distant(2k+pc),G-type(Sun-like),Short(1-10d)
1938,1,3,24.329,2.41,6.4,,0.09,0.129,3371.0,0.413049,0.43,,4.81473,,11.9407,10.914,73.460097,-17.776194,Mini-Neptune,False,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
1939,1,1,1.3484978,15.636555,718.2958,2166.0,0.0,0.0238,6125.0,1.12,1.07,3.7,4.37,-0.229,494.182,12.915,268.8907069,-61.7474,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
1940,1,1,3.92281072,15.614137,238.05467,1540.0,0.084,0.05287,6350.0,1.338,1.281,1.6,4.293,0.12,455.203,12.344,110.1685157,37.1405946,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
1941,1,1,1.32734683,14.313893,587.413406,1780.97,0.063,0.0241,5620.0,1.041,1.03,6.6,4.416,0.25,294.419,12.146,188.2662048,44.9153672,Super-Jupiter,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1942,1,2,7.78993,0.892,3.7,701.0,,0.0695,4640.0,0.695,0.73,3.8,4.613,0.003,16.32,8.08,51.7501882,-63.500166,Sub-Earth,False,True,Nearby(<100pc),K-type,Short(1-10d)
1943,1,1,92.263714,2.16,5.31,469.0,0.0,0.4204,6158.0,1.24,1.15,2.69,4.31,0.03,1631.66,15.151,297.5885341,43.8411937,Mini-Neptune,False,False,Far(500-2kpc),F-type,Medium(10-100d)
1944,1,1,26.0840594,1.73,3.64,598.0,0.0,0.1681,5904.0,1.06,1.04,3.98,4.41,0.03,1845.58,15.409,293.1650085,41.746184,Super-Earth,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1945,1,3,5.370647,2.47,749.9,1096.0,0.0,0.061,5821.0,1.114,1.06,1.78,4.358,0.08,703.302,14.14,297.089959,41.3880686,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1946,1,4,2.795906,1.71,5.95575,1090.0,0.0,0.037,5243.0,0.821,0.854,1.78,4.543,0.0616,385.231,13.97,296.6547477,46.8352242,Super-Earth,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
1947,1,1,3.3569866,12.733424,72.78307,952.0,0.0,0.0382,4987.0,0.739,0.661,,4.52,0.12,306.779,13.789,221.0582692,5.6053735,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
1948,1,1,1.3373508,3.18,20.6,1650.0,0.0,0.019,5143.0,0.84,0.75,,4.5,-0.28,280.555,13.138,89.5988945,-30.8117992,Mini-Neptune,False,False,Mid(100-500pc),K-type,Short(1-10d)
1949,1,2,12.31043,1.39,2.51,651.0,0.0,0.096,5178.0,0.767,0.825,9.9,4.558,0.07,882.462,15.949,289.8589165,48.6938077,Super-Earth,False,True,Far(500-2kpc),K-type,Medium(10-100d)
1950,1,1,41.7083629,3.18,10.2,608.0,0.0,0.2482,6666.0,1.72,1.44,1.7,4.13,0.05,1514.02,14.18,296.1079271,39.3199201,Mini-Neptune,False,False,Far(500-2kpc),F-type,Medium(10-100d)
1951,1,1,1.540731,11.309881,378.2177,1134.0,0.0,0.0234,4309.0,0.696,0.719,7.5,4.61,0.252,213.771,14.023,160.748095,60.9641194,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
1952,1,1,8.18504949,1.27,2.15,892.0,0.0,0.0794,6082.0,1.16,1.1,3.24,4.35,0.01,1419.58,14.846,296.5166659,44.6086233,Super-Earth,False,False,Far(500-2kpc),F-type,Short(1-10d)
1953,1,3,13.699429,3.76,13.6,771.0,0.0,0.1192,5471.0,1.118,1.003,6.03,4.47,0.2,937.013,14.816,287.773573,42.8692755,Neptune-like,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1954,1,1,14.08827448,3.36,11.2,724.0,0.0,0.1138,5987.0,1.1,1.07,3.09,4.38,0.01,1201.82,15.825,297.4521311,41.5580816,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1955,1,2,2.403679,1.09,1.32,1489.0,0.0,0.036,5979.0,1.205,1.042,4.17,4.306,-0.0499,623.609,13.545,297.7119299,45.261985,Super-Earth,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1956,1,1,13.28535633,2.84,8.45,1157.0,0.0,0.11646,6388.0,1.45,1.28,2.4,4.22,0.03,750.04,13.471,290.957913,47.4062673,Mini-Neptune,False,False,Far(500-2kpc),F-type,Medium(10-100d)
1957,1,1,5.753221974,2.87,8.6,920.0,0.0,0.0633,5416.0,0.88,0.91,4.47,4.52,0.08,736.779,15.294,297.4015491,46.8239976,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1958,1,3,6.6821,1.19,1.81,,0.02,0.0342,2953.0,0.156,0.12,7.0,5.15856,-0.08,3.67278,12.7,54.0032486,-44.5143104,Super-Earth,False,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
1959,1,2,386.370548,3.13,9.96,209.0,0.0,0.98141,5214.0,0.82,0.86,4.68,4.55,0.07,1030.81,16.076,291.3993802,38.7877563,Mini-Neptune,True,True,Far(500-2kpc),G-type(Sun-like),Very-Long(365d+)
1960,1,4,10.91,2.444,8.38,443.0,0.008,0.07821,4095.6,0.618,0.607,2.88,4.68,0.03,311.222,15.655,292.2945208,40.5918123,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
1961,1,2,,1.2,1.87,,,2.07,,,0.49,,,,1220.0,,271.915,-28.4852222,Super-Earth,False,True,Far(500-2kpc),Unknown,Unknown
1962,1,1,4.40840023,2.42,6.44,1139.0,0.0,0.052,5485.0,0.85,0.88,4.37,4.53,-0.12,2805.48,15.756,292.9655071,43.346345,Mini-Neptune,False,False,Distant(2k+pc),G-type(Sun-like),Short(1-10d)
1963,1,1,0.539915238,0.79,0.418,1871.0,0.0,0.01198,5254.0,0.81,0.84,5.01,4.56,-0.07,466.586,14.564,283.5875459,40.5749018,Sub-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
1964,1,1,10.99469878,2.36,6.17,512.0,0.0,0.0805,4445.0,0.68,0.71,3.63,4.64,0.06,420.042,15.758,289.3520595,46.9736345,Mini-Neptune,False,False,Mid(100-500pc),K-type,Medium(10-100d)
1965,1,2,341.2,13.8,317.83,,0.097,1.032,4867.0,3.4,1.26,4.0,3.46,0.25,85.4321,7.84,133.0992289,13.2330548,Gas Giant,False,True,Nearby(<100pc),K-type,Long(100-365d)
1966,1,3,5.720920086,2.62843782,7.41,509.0,0.0,0.0501,3640.0,0.503,0.513,6.26,4.744,0.21,769.146,17.5054,294.528597,46.6408737,Mini-Neptune,False,True,Far(500-2kpc),M-type(Red Dwarf),Short(1-10d)
1967,1,1,0.665026916,1.55,3.02,2174.0,0.0,0.01523,6331.0,1.42,1.27,2.4,4.24,0.07,981.779,15.003,296.2328099,42.4727965,Super-Earth,False,False,Far(500-2kpc),F-type,Ultra-Short(<1d)
1968,2,4,58.02035,3.319,15.2,410.0,0.128,0.279,4974.0,0.82,0.87,0.212,4.6,0.21,153.676,12.448,287.6057027,49.5233937,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
1969,2,4,7.834435,4.421,26.4,838.0,0.108,0.0739,4974.0,0.82,0.87,0.212,4.6,0.21,153.676,12.448,287.6057027,49.5233937,Neptune-like,False,True,Mid(100-500pc),K-type,Short(1-10d)
1970,1,1,8.360868238,3.24,10.6,690.0,0.0,0.0744,4642.0,0.71,0.76,2.57,4.62,0.07,489.253,15.357,283.8659676,46.7896522,Mini-Neptune,False,False,Mid(100-500pc),K-type,Short(1-10d)
1971,1,1,10.56134221,1.45,2.7,867.0,0.0,0.0954,5482.0,0.89,0.92,4.57,4.51,0.05,823.399,14.84,293.5777958,46.7362953,Super-Earth,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
1972,1,1,4.024867,10.054473,106.47305,852.0,0.0,0.0451,4444.0,0.7,0.74,,4.63,0.14,232.801,13.8941,19.6101417,6.8167277,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
1973,1,1,7.40742793,2.52,6.9,938.0,0.0,0.0745,5934.0,1.1,1.07,3.72,4.38,0.08,1705.99,15.37,292.2628779,37.2369732,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
1974,1,1,12.92063621,2.01,4.7,249.0,0.0,0.06191,3099.0,0.222,0.19,4.0,5.02,-0.2,35.4153,15.79,320.6806363,8.8893975,Mini-Neptune,True,False,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
1975,1,1,0.83784,14.896761,629.144485,2069.48,0.166,0.0174,5600.0,1.02,1.037,4.2,4.436,0.28,624.368,14.188,173.9574203,-29.1560639,Super-Jupiter,False,False,Far(500-2kpc),G-type(Sun-like),Ultra-Short(<1d)
