,n_stars,n_planets,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,orbital_eccentricity,semi_major_axis_au,star_temp_k,star_radius_sun,star_mass_sun,star_age_gyr,star_surface_gravity,star_metallicity,dist_from_earth_pc,star_vmag,ra,dec,planet_type,habitable_zone_flag,multi_planet_system,dist_category,star_type,orbital_period_cat
0,1,1,1.003933739,1.71,3.57,1419.0,0.0,0.0175,4971.0,0.75,0.79,4.27,4.6,-0.05,820.905,16.047,298.3026595,47.6939654,Super-Earth,False,False,Far(500-2kpc),K-type,Short(1-10d)
1,1,1,8.172400475,3.32321414,11.0,858.0,0.0,0.0779,5705.0,0.905,0.943,,4.499,-0.06,1061.77,15.454,293.873663,38.9224548,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
2,1,1,6.28385491,0.8,0.437,1108.0,0.0,0.06865,6022.0,1.23,1.12,4.17,4.31,0.07,493.175,12.442,287.3713199,39.6036225,Sub-Earth,False,False,Mid(100-500pc),F-type,Short(1-10d)
3,1,1,3.173917103,3.15,10.1,1655.0,0.0,0.04641,6747.0,1.81,1.49,1.62,4.09,0.08,1318.05,14.031,295.4757022,43.4931119,Mini-Neptune,False,False,Far(500-2kpc),F-type,Short(1-10d)
4,1,1,56.35850143,4.54060463,18.7,419.0,0.0,0.2698,5446.0,0.821,0.824,7.2,4.525,-0.2,962.888,16.0249,290.8541401,51.2227435,Neptune-like,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
5,1,2,4.807091,2.01,4.7,1088.0,0.0,0.056,5744.0,0.886,0.962,5.62,4.537,0.1213,780.361,14.35,291.3905325,42.1804735,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
6,1,1,11.08507637,2.32,5.99,665.0,0.0,0.0901,5001.0,0.76,0.8,4.47,4.59,-0.03,825.176,16.256,291.8812445,44.5557587,Mini-Neptune,False,False,Far(500-2kpc),K-type,Medium(10-100d)
7,1,2,47.332773,2.47,6.66,386.0,0.0,0.242,5265.0,0.785,0.793,2.24,4.576,-0.0314,754.747,15.435,292.4698022,37.5677941,Mini-Neptune,True,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
8,1,1,81.3151059,2.47,6.66,393.0,0.0,0.3483,5614.0,0.91,0.94,4.27,4.5,-0.04,742.473,15.156,294.5693544,45.6711623,Mini-Neptune,True,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
9,1,1,6.404,11.1,85.8141,900.0,0.11,0.07,5570.0,1.09,1.07,8.0,4.39,-0.08,41.5681,7.95,275.4573269,-11.9229757,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
10,1,3,7.9222,7.0,32.4,779.0,0.2,0.074,5322.0,0.82,0.88,8.0,4.51,0.06,289.827,13.024,174.9602543,0.603596,Gas Giant,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
11,2,1,18.47764449,1.72,3.61,298.0,0.17,0.0899,3556.0,0.33,0.34,4.07,4.94,-0.39,109.308,15.66,300.2066441,45.0182402,Super-Earth,True,False,Mid(100-500pc),M-type(Red Dwarf),Medium(10-100d)
12,1,5,12.56093,2.79,8.2,734.0,0.0,0.104,5560.0,0.939,0.956,1.74,4.466,0.12,891.092,15.161,288.2341025,40.520897,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
13,1,1,9.61375356,3.03,9.43,931.0,0.0,0.0897,5744.0,0.96,0.98,3.89,4.47,-0.04,938.844,14.349,290.3581592,44.5187225,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
14,1,1,3.990106229,9.03,60.2,1124.0,0.0,0.0493,5861.0,1.03,1.03,3.55,4.42,0.02,1484.46,15.967,296.0818498,39.161614,Gas Giant,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
15,1,2,67.668827,3.72,13.4,495.0,0.0,0.3214,6095.0,1.22,1.15,3.24,4.32,0.08,1571.46,15.405,294.1688142,46.7146161,Neptune-like,False,True,Far(500-2kpc),F-type,Medium(10-100d)
16,1,1,19.30553,3.773,25.2,649.0,0.31,0.137,5533.0,0.956,0.88,,4.47,-0.07,272.36,12.429,172.1216476,1.6906217,Neptune-like,False,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
17,1,1,4.798599388,2.64,7.46,978.0,0.0,0.0546,5527.0,0.9,0.93,4.68,4.51,0.01,723.875,14.951,286.5510448,49.418731,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
18,1,1,47.9872764,2.76,8.05,493.0,0.0,0.24869,5653.0,0.94,0.96,4.17,4.48,0.02,544.45,14.434,283.2115971,41.0380135,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
19,1,1,12.283211,2.21,5.52,949.0,,,6222.0,1.33,1.23,,4.28,0.1,557.993,12.556,129.3896679,16.5220648,Mini-Neptune,False,False,Far(500-2kpc),F-type,Medium(10-100d)
20,1,2,7.298049927,1.94206512,4.43,786.0,0.0,0.06961,5119.0,0.834,0.818,6.92,4.508,0.1,1030.81,16.076,291.3993802,38.7877563,Mini-Neptune,False,True,Far(500-2kpc),K-type,Short(1-10d)
21,1,4,10.04156,2.73,3.61,712.0,0.0,0.087,5243.0,0.821,0.854,1.78,4.543,0.0616,385.231,13.97,296.6547477,46.8352242,Mini-Neptune,False,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
22,1,1,14.48585199,2.29,5.86,784.0,0.0,0.10913,5813.0,1.05,1.01,5.37,4.4,0.01,635.643,14.086,288.6986828,39.7082044,Mini-Neptune,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
23,1,1,214.886545,2.57,7.13,286.0,0.0,0.6687,5324.0,0.84,0.88,4.79,4.54,0.02,803.052,15.353,286.0524399,39.0960281,Mini-Neptune,True,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
24,1,2,16.19697,1.99,4.62,495.0,,0.1148,4455.0,0.696,0.67,,4.57,-0.1,112.467,12.391,334.3645089,-12.1874776,Mini-Neptune,False,True,Mid(100-500pc),K-type,Medium(10-100d)
25,1,1,3.73089898,1.44,2.67,1128.0,0.0,0.0473,5833.0,1.01,1.02,3.98,4.43,0.02,1217.73,15.146,294.1891824,45.1515263,Super-Earth,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
26,1,1,2.76122421,1.12,1.46,2017.0,0.0,0.04135,6132.0,1.29,1.2,2.88,4.29,0.14,814.078,13.199,285.7135,41.6058799,Super-Earth,False,False,Far(500-2kpc),F-type,Short(1-10d)
27,1,2,15.0,1.421,3.79,968.0,0.0,0.12545,6072.0,1.659,1.184,4.07,4.07,-0.03,396.379,11.693,282.4922622,43.9802442,Super-Earth,False,True,Mid(100-500pc),F-type,Medium(10-100d)
28,1,2,4.35409304,1.44,2.67,1043.0,0.0,0.0484,5306.0,0.83,0.86,4.57,4.55,-0.01,805.936,15.582,290.7443078,43.260753,Super-Earth,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
29,1,1,16.92344113,3.63,12.8,702.0,0.0,0.13038,5806.0,1.01,1.01,4.17,4.43,0.03,1473.61,16.096,294.6481708,46.3923173,Neptune-like,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
30,1,3,19.738286,1.43,2.63,744.0,0.0,0.145,5905.0,1.188,0.994,1.95,4.308,-0.03,778.654,13.902,282.0612731,47.0854984,Super-Earth,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
31,1,5,30.826557,3.12,9.91,544.0,0.0,0.189,5560.0,0.939,0.956,1.74,4.466,0.12,891.092,15.161,288.2341025,40.520897,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
32,1,3,6.057342,1.79,97.8,947.0,0.0,0.061,5297.0,0.929,0.91,13.18,4.426,0.04,889.608,14.811,299.1275257,47.5938319,Mini-Neptune,False,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
33,1,2,88.255055,2.39,6.3,326.0,0.0,0.356,5088.0,0.724,0.779,2.0,4.605,-0.12,441.09,14.379,286.8653826,41.9889571,Mini-Neptune,True,True,Mid(100-500pc),K-type,Medium(10-100d)
34,1,1,14.0329154,1.32,2.3,783.0,0.0,0.1168,5676.0,0.93,0.95,3.98,4.49,-0.05,2366.02,15.836,290.1498822,41.4645625,Super-Earth,False,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
35,1,1,4.2568,11.32,6883.91,1695.0,0.0,0.05783,6740.0,1.56,1.37,2.2,4.22,0.14,768.771,13.448,292.0552827,0.1218359,Gas Giant,False,False,Far(500-2kpc),F-type,Short(1-10d)
36,1,1,279.8,13.6,435.41,,0.27,0.896,6176.0,1.33,1.22,2.84,4.29,0.19,92.5087,8.56,324.5351273,-31.7378373,Gas Giant,False,False,Nearby(<100pc),F-type,Long(100-365d)
37,1,1,0.7668944,13.506845,687.14846,1332.0,0.0,0.0143,4600.0,0.697,0.696,10.4,4.595,-0.02,324.69865036,14.506,91.8722801,-25.5948963,Gas Giant,False,False,Mid(100-500pc),K-type,Ultra-Short(<1d)
38,1,1,26.6904,14.0,222.481,,0.104,0.191,5894.0,1.93,1.31,4.12,4.38,0.27,93.5015,8.23,359.9749837,-22.4279999,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
39,1,2,133.40355,12.5,2997.75753482,,0.647,0.502,5453.0,0.95,0.94,4.1,4.46,0.14,36.1945,8.07,258.0966686,63.3527828,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
40,1,2,262.70862,13.3,772.3269,,0.38,0.84,5645.0,1.2,1.2,6.39,4.36,0.36,37.8478,7.43,31.1423525,25.4135632,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
41,2,1,17.24,5.0,22.1,,0.2,0.14,5841.0,1.639984,1.2,7.0,4.16,0.06,25.3936,5.78,39.2441029,-34.5790905,Neptune-like,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
42,3,1,466.2,13.6,435.41,,0.063,1.305,6188.0,1.79647,1.365,2.4,4.29,0.27,22.5242,5.06345,48.1943193,-1.1963955,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
43,1,2,4818.25358,12.5,3098.82696825,,0.261,5.486,5453.0,0.95,0.94,4.1,4.46,0.14,36.1945,8.07,258.0966686,63.3527828,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
44,1,1,2288.0,13.8,301.93698665,,0.21,2.41,3370.0,0.38,0.357,,4.83,0.3,12.356,11.963,73.0245495,6.4752347,Gas Giant,False,False,Nearby(<100pc),M-type(Red Dwarf),Very-Long(365d+)
45,1,1,,33.6,6356.0,2650.0,,100.0,4360.0,1.94153,0.7,0.001,3.65,-0.35,151.169,11.593,237.3003643,-35.6515055,Super-Jupiter,False,False,Mid(100-500pc),K-type,Unknown
46,1,1,3853.0,13.8,314.65012293,,0.05,3.7,3472.0,0.441557,0.45,8.1,4.78905,-0.3,4.96435,8.66,323.3912616,-49.0125169,Gas Giant,False,False,Nearby(<100pc),M-type(Red Dwarf),Very-Long(365d+)
47,1,2,55.01292,13.2,854.9627,,0.6745,0.277,5329.0,0.91,0.94,5.65,4.511,0.27,46.7864,8.67,85.0074276,6.0595116,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
48,2,1,18.1991,12.5,104.56607,,0.399,0.1508,5935.0,1.97,1.38,3.63,4.12,0.35,89.8623,8.05,77.0044889,-26.7976689,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
49,1,2,30.052,14.0,222.472,,0.2,0.189,5793.0,1.0,1.0,,4.53,0.09,50.3503,8.35,23.3350424,29.2649187,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
50,1,2,5000.0,13.9,260.0,,0.12,5.8,5585.0,1.25,1.1,8.4,4.31,0.28,26.1804,6.47,228.3675397,-25.3096721,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
51,1,1,835.477,12.4,3524.59,,0.462,2.14,4445.0,20.9,2.17,0.95,2.1,0.19,100.758,4.64597,189.8111935,-7.9956702,Gas Giant,False,False,Mid(100-500pc),K-type,Very-Long(365d+)
52,2,1,1807.0,13.6,425.8922,,0.575,2.98,5748.0,1.05,1.08,2.71,4.37,0.18,48.9489,8.05,138.7885794,23.3748792,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
53,1,1,44.073,14.3,137.62039,,0.607,0.237,5294.0,0.94,0.92,8.4,4.2,0.26,34.8541,8.1,97.3058709,10.9336212,Super-Jupiter,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
54,1,1,111.7,13.4,667.415,,0.29,0.36,3191.0,0.478625,0.49,,4.75617,0.4,14.5324,11.394,243.1742467,-18.8764247,Gas Giant,False,False,Nearby(<100pc),M-type(Red Dwarf),Long(100-365d)
55,1,4,0.959641,1.67,4.97,1774.0,0.0,0.01796,5261.0,0.88,0.837,7.8,4.53,0.04,47.2899,8.97,8.7401487,4.3807215,Super-Earth,False,True,Nearby(<100pc),G-type(Sun-like),Ultra-Short(<1d)
56,1,4,61.1166,13.3,723.2235,,0.0324,0.208317,3293.74,0.3,0.32,1.0,4.87177,0.2129,4.67517,10.16,343.3239737,-14.2665958,Gas Giant,False,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
57,1,2,4352.0,13.4,603.8739733,,0.05,5.0,5135.0,0.840622,0.9,6.0,4.525599,0.21,21.0628,7.56,198.1818436,-2.2649921,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
58,1,2,1353.6,13.0,111.42,,0.249,2.395,5657.0,1.08,0.96,6.5,4.36,0.24,37.4574,7.63,99.0367212,-27.6234285,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
59,1,2,493.7,13.7,349.6,,0.144,1.16,5135.0,0.840622,0.853,6.0,4.525599,0.21,21.0628,7.56,198.1818436,-2.2649921,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
60,1,1,1027.0,13.9,270.144,,0.52,2.45,6308.0,1.21,1.22,,4.56,0.29,57.1289,7.69,247.0723035,-46.3175085,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
61,1,2,1708.0,13.2,899.45439181,,0.031,2.8145,5748.0,1.11,1.02,6.39,4.316128,0.36,37.8478,7.43,31.1423525,25.4135632,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
62,1,3,147.747,13.6,416.3573,,0.1566,0.549,5544.0,1.07,1.01,5.84,4.32,0.24,50.48,8.520001,47.809275,21.0971302,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
63,1,3,6.673892,13.0,1239.537,,0.14399,0.0696,5544.0,1.07,1.01,5.84,4.32,0.24,50.48,8.520001,47.809275,21.0971302,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
64,1,4,1.93778,2.51,6.83,,0.207,0.02080665,3293.74,0.3,0.32,1.0,4.87177,0.2129,4.67517,10.16,343.3239737,-14.2665958,Mini-Neptune,False,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
65,1,4,124.26,3.92,14.6,,0.055,0.3343,3293.74,0.3,0.32,1.0,4.87177,0.2129,4.67517,10.16,343.3239737,-14.2665958,Neptune-like,False,True,Nearby(<100pc),M-type(Red Dwarf),Long(100-365d)
66,2,1,428.5,12.5,2790.43,,0.144,1.19,4330.0,31.88,1.23,2.412,1.59,-0.51,39.8883,1.99509,154.993208,19.841389,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
67,1,1,842.2,14.0,235.18,,0.22,1.88,5900.0,2.16,1.25,4.28,4.07,-0.12,56.8655,6.67,259.9639522,-48.5502313,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
68,2,1,1313.0,14.0,216.1244,,0.15,2.45,6136.0,1.19,1.13,,4.46,0.06,55.4401,7.7,20.9054804,-41.2701007,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
69,1,2,2720.0,13.1,1013.8777,,0.03,3.74,5329.0,0.91,0.94,5.65,4.511,0.27,46.7864,8.67,85.0074276,6.0595116,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
70,1,2,2149.0,13.0,1150.5446,,0.099,3.584,4915.0,3.49,1.33,4.36,3.4,0.22,88.8047,7.52,5.1317548,30.9750611,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
71,1,2,379.63,12.1,6807.63,,0.15,1.45,4137.0,49.0,2.8,,1.51,-1.0,1539.71,9.743,154.186782,19.8912626,Gas Giant,False,True,Far(500-2kpc),K-type,Very-Long(365d+)
72,1,1,501.75,12.8,1655.82,,0.15,1.16,4297.0,25.456816,0.82,5.085,2.31,-0.18,372.405,8.270001,347.6219227,57.0294818,Gas Giant,False,False,Mid(100-500pc),K-type,Very-Long(365d+)
73,1,1,3.7681,11.43,772.29,1626.0,0.0,0.0461,5740.0,1.59,1.04,10.7,4.4,0.0,1176.12,16.29,278.699236,-6.612288,Gas Giant,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
74,3,1,1544.0,13.6,473.547,,0.22,2.62,6289.0,1.29577,1.231,2.31,4.30327,-0.06,105.155,8.928001,224.5892892,44.0428571,Gas Giant,False,False,Mid(100-500pc),F-type,Very-Long(365d+)
75,1,1,1827.0,12.9,1357.12729789,,0.705,3.18,6012.0,1.52,1.29,2.64,4.15,0.37,77.9693,7.95,108.0622029,-38.174639,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
76,1,2,328.55,13.7,390.9309,,0.587,0.993,6032.0,1.34,1.21,2.41,4.1581,0.24,77.1971,8.23,246.4351678,11.9190729,Gas Giant,False,True,Nearby(<100pc),F-type,Long(100-365d)
77,1,2,883.0,13.9,273.32,,0.29,2.08,5098.0,4.9,1.54,2.7,3.5,-0.03,72.0691,6.4535,155.8684866,-0.9023998,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
78,1,1,528.07,12.3,4338.2,,0.8191,1.167,5027.0,0.743475,0.75,4.8,4.6,-0.37,32.6034,8.78,55.2065581,31.8258855,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
79,1,2,6.27711,13.4,626.1251,,0.12,0.07,5932.0,1.19,1.28,6.0,4.4,0.35,60.8447,8.2,124.5935429,61.4608518,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
80,1,2,5062.0,12.8,1640.0028,,0.125,6.15,6032.0,1.34,1.21,2.41,4.1581,0.24,77.1971,8.23,246.4351678,11.9190729,Gas Giant,False,True,Nearby(<100pc),F-type,Very-Long(365d+)
81,1,1,20608.14049,12.8,1739.47487151,,0.261,13.39,4678.0,0.574666,0.75,,4.7943,-0.22,31.2707,9.98,70.5216589,-33.9210696,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
82,1,4,29.8454,3.0,11.13,564.0,0.06,0.1776,5261.0,0.88,0.837,7.8,4.53,0.04,47.2899,8.97,8.7401487,4.3807215,Mini-Neptune,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
83,1,1,49.77,4.43,17.98,,0.31,0.25,5599.0,0.920286,0.84,4.4,4.48,-0.24,21.9496,6.92,155.9801144,-29.645103,Neptune-like,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
84,1,1,963.6,13.5,568.89,,0.778,1.92,5566.0,1.26442,0.98,8.0,4.22551,0.23,46.8733,7.89,97.1902262,38.9627315,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
85,1,1,2800.0,3.21,10.4,,,3.2,,,0.56,,,,3040.0,,267.008125,-35.0054111,Mini-Neptune,False,False,Distant(2k+pc),Unknown,Very-Long(365d+)
86,1,2,12.38602,1.009,3.3,679.0,0.0,0.0983,5138.5,0.821,0.93,2.7,4.54,0.406,643.009,15.067,294.5703593,50.6730147,Super-Earth,False,True,Far(500-2kpc),K-type,Medium(10-100d)
87,1,2,25.3029092,3.708,17.4,535.0,0.0,0.1582,5138.5,0.821,0.93,2.7,4.54,0.406,643.009,15.067,294.5703593,50.6730147,Neptune-like,False,True,Far(500-2kpc),K-type,Medium(10-100d)
88,2,2,110.9,7.87,47.6725,,0.3,0.5137,4949.0,2.62,1.47,4.4,3.65,0.545,62.7674,7.18,286.3363574,25.9204327,Gas Giant,False,True,Nearby(<100pc),K-type,Long(100-365d)
89,1,1,4.0144463,11.421971,174.799,1019.0,0.0,0.0473,5040.0,0.83,0.82,8.8,4.536,0.19,1068.33,16.707,163.324115,-61.4056976,Gas Giant,False,False,Far(500-2kpc),K-type,Short(1-10d)
90,1,3,25.262,0.338,0.02,,0.0,0.19,,,1.4,3.0,,,600.0,,195.0149029,12.6823534,Sub-Earth,False,True,Far(500-2kpc),Unknown,Medium(10-100d)
91,1,3,98.2114,1.8,3.9,,0.0264,0.46,,,1.4,3.0,,,600.0,,195.0149029,12.6823534,Mini-Neptune,False,True,Far(500-2kpc),Unknown,Medium(10-100d)
92,1,1,,1.63,3.3,,,0.62,,,0.06,,,,1000.0,,272.015825,-27.150075,Super-Earth,False,False,Far(500-2kpc),Unknown,Unknown
93,1,1,1.9000693,14.68,1102.82,1550.0,0.08,0.0295,5440.0,1.0,0.95,0.6,4.4,-0.1,764.889,14.868,98.1724172,-0.0316045,Super-Jupiter,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
94,1,1,2.455239,10.76,160.497,1000.0,0.11,0.03,3820.0,0.55,0.59,0.5,4.7,0.28,381.949,16.744,292.8729292,41.0641727,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
95,1,1,2.9444256,10.783,280.95,1076.55,0.062,0.0376,5150.0,0.765,0.78,6.2,4.4,-0.05,207.49,12.539,101.1275033,-42.7622296,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
96,2,2,48.056,9.6,66.741,,0.05,0.269,5797.0,1.169193,1.12,5.6,4.446,0.314,49.4156,8.01,184.8059773,-3.3199927,Gas Giant,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
97,1,1,1.796,12.666,3082.82,,,0.03,,1.45,1.1,,,,8500.0,19.83,269.7583333,-29.1981944,Gas Giant,False,False,Distant(2k+pc),Unknown,Short(1-10d)
98,1,1,3.67724,15.244,327.351,1686.0,0.0,0.051,6325.0,1.64,1.33,2.6,4.22,0.11,1515.26,15.364,160.0598236,-62.4555353,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
99,1,1,3.91405,9.976,257.431,,0.0,0.0464,5000.0,0.82,0.87,,4.5,,773.409,19.6202,232.5774696,-42.9799461,Gas Giant,False,False,Far(500-2kpc),K-type,Short(1-10d)
100,1,1,3285.0,2.21,5.5,50.0,,2.6,,,0.22,,,,6600.0,,268.579958,-30.3773056,Mini-Neptune,False,False,Distant(2k+pc),Unknown,Very-Long(365d+)
101,1,1,,11.7768,6991.57,,,773.0,6186.0,1.006954,1.08,0.3,4.48,-0.036,18.1186,5.97707,326.1315705,14.7714524,Gas Giant,False,False,Nearby(<100pc),F-type,Unknown
102,1,1,1980.0,13.2,830.0,,,1.8,,,0.19,,,,5690.0,,268.461625,-33.9903333,Gas Giant,False,False,Distant(2k+pc),Unknown,Very-Long(365d+)
103,1,1,4.6938,3.33,11.09,,0.2,0.039,3600.0,0.36463,0.35,0.55,4.85978,-0.28,4.54896,9.38,262.1700476,-46.8989826,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
104,1,1,2.99433,16.03,740.51,1657.0,0.0,0.0436,6440.0,1.37,1.27,2.0,4.22,-0.03,655.037,12.897,280.6872998,5.9376586,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
105,1,1,,12.6,2383.6,,,15.0,2936.0,0.231916,0.019,0.001,5.01181,,120.42398696,,70.4371079,23.0308544,Gas Giant,False,False,Mid(100-500pc),M-type(Red Dwarf),Unknown
106,1,1,2.64561,2.83,8.4,,0.08,0.0287,3517.0,0.43,0.45,5.0,4.77636,,20.3779,11.938,164.6433493,-31.1443383,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
107,1,1,4.03519,9.92,415.704,1700.0,0.0,0.051,5945.0,1.01,1.09,1.635,4.46,0.01,1148.93,15.005,102.7211432,-5.0864557,Gas Giant,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
108,1,1,3.101278,14.011,197.046,1702.0,0.0,0.0434,5950.0,1.17,1.14,3.1,4.358,0.28,1344.97,16.006,267.8677483,-29.8764758,Gas Giant,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
109,2,1,428.1,13.5,495.8,,0.06,1.271,4846.0,3.18,1.23,10.0,3.783,0.42,18.2704,4.44,64.1205476,-59.3028771,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
110,2,1,133.71,13.1,1071.04,350.0,0.511,0.49,5540.0,0.9,0.9,0.37,4.7,0.1,17.5559,6.59,4.0634323,-79.8514218,Gas Giant,True,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
111,1,1,6.21229,6.39,69.92,870.0,0.0,0.063,5080.0,0.77,0.88,3.0,4.58,0.3,322.037,14.792,291.5885696,1.4262972,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
112,1,3,7.64159,5.49,17.3,899.0,0.0,0.0752,5345.0,1.108,0.972,10.0,4.31,0.19,433.047,13.771,298.0794448,44.746248,Neptune-like,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
113,1,3,3.504725,2.0,6.9,1165.0,0.0,0.0447,5345.0,1.108,0.972,10.0,4.31,0.19,433.047,13.771,298.0794448,44.746248,Mini-Neptune,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
114,2,1,3.023573,10.0,71.8,,0.063,0.0398,5285.0,0.914196,0.92,9.0,4.533,0.24,29.5529,7.91,98.3030763,5.4625071,Gas Giant,False,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
115,1,3,107.245,2.562,8.82,431.0,0.0,0.425,5664.0,1.058,0.87,12.3,4.39,-0.24,14.682,5.65,230.4401147,-48.3188174,Mini-Neptune,False,True,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
116,1,1,456.1,13.1,982.05,,0.08,1.25,6304.0,1.13864,1.25,1.3,4.43,-0.03,55.9231,7.82,352.836223,-58.209754,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
117,1,1,388.0,12.5,2892.1,,0.34,1.1,6250.0,1.4367,1.25,3.0,4.0,-0.12,20.9531,5.10111,80.6378979,79.2318488,Gas Giant,False,False,Nearby(<100pc),F-type,Very-Long(365d+)
118,2,1,2.21857567,12.66617,359.1479,1209.0,0.0,0.03126,5052.0,0.75,0.79,1.4,4.49,-0.02,19.7638,7.67,300.1821223,22.7097759,Gas Giant,False,False,Nearby(<100pc),K-type,Short(1-10d)
119,1,1,2.4855335,18.046,1430.175,2034.0,,0.0308,6933.0,1.53,1.52,1.0,4.25,-0.05,1627.63,14.718,166.9798793,-61.1462496,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
120,1,1,3.21346,4.002,24.472,1650.0,0.0,0.0456,5857.0,1.487,1.223,4.5,4.17,0.17,487.916,12.285,285.6154492,50.1357712,Neptune-like,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
